Query	Hit_Accession	Hit_Description
AIPGENE10791	sp|Q9GRC0|MOS_PATPE	Serine/threonine-protein kinase mos OS=Patiria pectinifera GN=mos PE=1 SV=1
AIPGENE10792		
AIPGENE10793	sp|Q29RU2|OIT3_BOVIN	Oncoprotein-induced transcript 3 protein OS=Bos taurus GN=OIT3 PE=2 SV=1
AIPGENE10794	gi|156372470|ref|XP_001629060.1|	predicted protein [Nematostella vectensis] >gi|156216052|gb|EDO36997.1| predicted protein [Nematostella vectensis]
AIPGENE10795	sp|P52649|CY24B_PIG	Cytochrome b-245 heavy chain (Fragment) OS=Sus scrofa GN=CYBB PE=2 SV=2
AIPGENE10796		
AIPGENE10797	sp|Q766D5|B4GN4_MOUSE	N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1 OS=Mus musculus GN=B4galnt4 PE=2 SV=1
AIPGENE10798	sp|P19199|POL_COYMV	Polyprotein P3 OS=Commelina yellow mottle virus PE=3 SV=2
AIPGENE10799		
AIPGENE10800	tr|T2MEB0|T2MEB0_HYDVU	Forkhead box protein K1 (Fragment) OS=Hydra vulgaris GN=FOXK1 PE=2 SV=1
AIPGENE10801	tr|C3ZUM2|C3ZUM2_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_127392 PE=4 SV=1
AIPGENE10802	gi|258597183|ref|XP_001347709.2|	probable protein [Plasmodium falciparum 3D7] >gi|254832584|gb|AAN35622.2| probable protein [Plasmodium falciparum 3D7]
AIPGENE10803	sp|Q9QUK0|CDKL2_MOUSE	Cyclin-dependent kinase-like 2 OS=Mus musculus GN=Cdkl2 PE=2 SV=1
AIPGENE10804	sp|Q8SQA4|CD97_BOVIN	CD97 antigen OS=Bos taurus GN=CD97 PE=2 SV=1
AIPGENE10805	sp|P82596|PLC_HALLA	Perlucin OS=Haliotis laevigata PE=1 SV=3
AIPGENE10806	sp|Q29RU2|OIT3_BOVIN	Oncoprotein-induced transcript 3 protein OS=Bos taurus GN=OIT3 PE=2 SV=1
AIPGENE10807		
AIPGENE10808	tr|C3ZD57|C3ZD57_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_88508 PE=4 SV=1
AIPGENE10809	sp|Q7LHG5|YI31B_YEAST	Transposon Ty3-I Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY3B-I PE=3 SV=2
AIPGENE10810		
AIPGENE10811		
AIPGENE10812	sp|Q80T32|GP133_MOUSE	Probable G-protein coupled receptor 133 OS=Mus musculus GN=Gpr133 PE=2 SV=2
AIPGENE10813		
AIPGENE10814	tr|C3Z1C0|C3Z1C0_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_77449 PE=4 SV=1
AIPGENE10815	tr|H2N2G0|H2N2G0_ORYLA	Uncharacterized protein (Fragment) OS=Oryzias latipes PE=4 SV=1
AIPGENE10816	gi|260806191|ref|XP_002597968.1|	hypothetical protein BRAFLDRAFT_79791 [Branchiostoma floridae] >gi|229283238|gb|EEN53980.1| hypothetical protein BRAFLDRAFT_79791 [Branchiostoma floridae]
AIPGENE10817	tr|C3Z0X5|C3Z0X5_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_105474 PE=4 SV=1
AIPGENE10818	tr|W4ZL70|W4ZL70_STRPU	Uncharacterized protein OS=Strongylocentrotus purpuratus GN=Sp-PppL_169 PE=4 SV=1
AIPGENE10819	sp|P10394|POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=4 SV=1
AIPGENE10820	sp|P21328|RTJK_DROME	RNA-directed DNA polymerase from mobile element jockey OS=Drosophila melanogaster GN=pol PE=1 SV=1
AIPGENE10821	sp|P10394|POL4_DROME	Retrovirus-related Pol polyprotein from transposon 412 OS=Drosophila melanogaster GN=POL PE=4 SV=1
AIPGENE10822	tr|A7SM19|A7SM19_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g214367 PE=4 SV=1
AIPGENE10823	sp|P79385|MFGM_PIG	Lactadherin OS=Sus scrofa GN=MFGE8 PE=1 SV=2
AIPGENE10824	sp|O95502|NPTXR_HUMAN	Neuronal pentraxin receptor OS=Homo sapiens GN=NPTXR PE=2 SV=2
AIPGENE10825		
AIPGENE10826		
AIPGENE10827		
AIPGENE10828		
AIPGENE10829		
AIPGENE10830		
AIPGENE10831	sp|Q09575|YRD6_CAEEL	Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans GN=K02A2.6 PE=4 SV=1
AIPGENE10832	gi|260786077|ref|XP_002588085.1|	hypothetical protein BRAFLDRAFT_87602 [Branchiostoma floridae] >gi|229273243|gb|EEN44096.1| hypothetical protein BRAFLDRAFT_87602 [Branchiostoma floridae]
AIPGENE10833	sp|Q29RU2|OIT3_BOVIN	Oncoprotein-induced transcript 3 protein OS=Bos taurus GN=OIT3 PE=2 SV=1
AIPGENE10834	tr|K7E3R6|K7E3R6_MONDO	Uncharacterized protein OS=Monodelphis domestica PE=4 SV=1
AIPGENE10835		
AIPGENE10836		
AIPGENE10837	tr|A7TAV4|A7TAV4_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g224652 PE=4 SV=1
AIPGENE10838		
AIPGENE10839	tr|D3D580|D3D580_9ACTO	GCN5-related N-acetyltransferase OS=Frankia sp. EUN1f GN=FrEUN1fDRAFT_4952 PE=4 SV=1
AIPGENE10840		
AIPGENE10841	sp|P70490|MFGM_RAT	Lactadherin OS=Rattus norvegicus GN=Mfge8 PE=2 SV=1
AIPGENE10842	sp|Q18DN4|HMU_HALWD	Halomucin OS=Haloquadratum walsbyi (strain DSM 16790 / HBSQ001) GN=hmu PE=4 SV=1
AIPGENE10843	tr|A7SMW1|A7SMW1_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g214701 PE=4 SV=1
AIPGENE10844	tr|C3Z0X5|C3Z0X5_BRAFL	Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_105474 PE=4 SV=1
AIPGENE10845	sp|A1L1W9|MOT10_DANRE	Monocarboxylate transporter 10 OS=Danio rerio GN=slc16a10 PE=2 SV=1
AIPGENE10846	sp|Q96JS3|PGBD1_HUMAN	PiggyBac transposable element-derived protein 1 OS=Homo sapiens GN=PGBD1 PE=1 SV=1
AIPGENE10847	sp|Q9Z1L4|XLRS1_MOUSE	Retinoschisin OS=Mus musculus GN=Rs1 PE=1 SV=1
AIPGENE10848	sp|Q29RU2|OIT3_BOVIN	Oncoprotein-induced transcript 3 protein OS=Bos taurus GN=OIT3 PE=2 SV=1
AIPGENE10849		
AIPGENE10850		
AIPGENE10851	gi|156387425|ref|XP_001634204.1|	predicted protein [Nematostella vectensis] >gi|156221284|gb|EDO42141.1| predicted protein [Nematostella vectensis]
AIPGENE10852	sp|Q6BN88|ATG26_DEBHA	Sterol 3-beta-glucosyltransferase OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) GN=ATG26 PE=3 SV=2
AIPGENE10853		
AIPGENE10854	sp|Q5QD24|TAAR3_RAT	Trace amine-associated receptor 3 OS=Rattus norvegicus GN=Taar3 PE=3 SV=1
AIPGENE10855	sp|Q98894|CNR1A_TAKRU	Cannabinoid receptor type 1A OS=Takifugu rubripes GN=cnr1a PE=3 SV=1
AIPGENE10856	sp|Q9W770|SPON1_CHICK	Spondin-1 OS=Gallus gallus GN=SPON1 PE=2 SV=1
AIPGENE10857	sp|Q58338|Y928_METJA	Putative protein methyltransferase MJ0928 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ0928 PE=3 SV=1
AIPGENE10858	sp|P20585|MSH3_HUMAN	DNA mismatch repair protein Msh3 OS=Homo sapiens GN=MSH3 PE=1 SV=4
AIPGENE10859	gi|504609110|ref|WP_014796212.1|	hypothetical protein [Flexibacter litoralis] >gi|392395939|ref|YP_006432540.1| hypothetical protein Fleli_0258 [Flexibacter litoralis DSM 6794] >gi|390527017|gb|AFM02747.1| hypothetical protein Fleli_0258 [Flexibacter litoralis DSM 6794]
AIPGENE10860	sp|A6QQM4|ZN474_BOVIN	Zinc finger protein 474 OS=Bos taurus GN=ZNF474 PE=2 SV=1
AIPGENE10861	tr|A7SM68|A7SM68_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g214420 PE=4 SV=1
AIPGENE10862	gi|156387423|ref|XP_001634203.1|	predicted protein [Nematostella vectensis] >gi|156221283|gb|EDO42140.1| predicted protein [Nematostella vectensis]
AIPGENE10863	sp|E7FAM5|LIN41_DANRE	E3 ubiquitin-protein ligase TRIM71 OS=Danio rerio GN=trim71 PE=2 SV=1
AIPGENE10864	sp|Q2TBK4|HAUS1_BOVIN	HAUS augmin-like complex subunit 1 OS=Bos taurus GN=HAUS1 PE=2 SV=1
AIPGENE10865	sp|Q8BHX1|HAUS1_MOUSE	HAUS augmin-like complex subunit 1 OS=Mus musculus GN=Haus1 PE=2 SV=2
AIPGENE10866	tr|A7SM19|A7SM19_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g214367 PE=4 SV=1
AIPGENE10867		
AIPGENE10868	sp|A7SUU7|SCC4_NEMVE	MAU2 chromatid cohesion factor homolog OS=Nematostella vectensis GN=v1g174619 PE=3 SV=1
AIPGENE10869	gi|156402868|ref|XP_001639812.1|	predicted protein [Nematostella vectensis] >gi|156226942|gb|EDO47749.1| predicted protein [Nematostella vectensis]
AIPGENE10870	gi|156395404|ref|XP_001637101.1|	predicted protein [Nematostella vectensis] >gi|156224210|gb|EDO45038.1| predicted protein [Nematostella vectensis]
AIPGENE10871	tr|K7JV80|K7JV80_NASVI	Uncharacterized protein OS=Nasonia vitripennis PE=4 SV=1
AIPGENE10872	tr|A7SS82|A7SS82_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g247073 PE=4 SV=1
AIPGENE10873	tr|A7S0P9|A7S0P9_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g204985 PE=4 SV=1
AIPGENE10874	sp|P28840|NEC1_RAT	Neuroendocrine convertase 1 OS=Rattus norvegicus GN=Pcsk1 PE=2 SV=1
AIPGENE10875	tr|A7RI58|A7RI58_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g197473 PE=4 SV=1
AIPGENE10876	sp|Q8C8R3|ANK2_MOUSE	Ankyrin-2 OS=Mus musculus GN=Ank2 PE=1 SV=2
AIPGENE10877	tr|A7S8E8|A7S8E8_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g208381 PE=4 SV=1
AIPGENE10878	tr|A7SAW7|A7SAW7_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g209438 PE=4 SV=1
AIPGENE10879	gi|260825010|ref|XP_002607460.1|	hypothetical protein BRAFLDRAFT_69892 [Branchiostoma floridae] >gi|229292807|gb|EEN63470.1| hypothetical protein BRAFLDRAFT_69892 [Branchiostoma floridae]
AIPGENE10880	sp|Q8MQH7|DRI_STRPU	Protein dead ringer homolog OS=Strongylocentrotus purpuratus GN=dri PE=2 SV=1
AIPGENE10881	sp|A2BEA6|ARI3A_DANRE	AT-rich interactive domain-containing protein 3A OS=Danio rerio GN=arid3a PE=1 SV=1
AIPGENE10882		
AIPGENE10883	sp|Q95218|DMBT1_RABIT	Deleted in malignant brain tumors 1 protein OS=Oryctolagus cuniculus GN=Dmbt1 PE=1 SV=2
AIPGENE10884	sp|Q9D9D9|CA189_MOUSE	Uncharacterized protein C1orf189 homolog OS=Mus musculus PE=2 SV=2
AIPGENE10885	sp|Q13367|AP3B2_HUMAN	AP-3 complex subunit beta-2 OS=Homo sapiens GN=AP3B2 PE=1 SV=2
AIPGENE10886	sp|P27401|POL_SFV3L	Pro-Pol polyprotein OS=Simian foamy virus type 3 (strain LK3) GN=pol PE=3 SV=2
AIPGENE10887		
AIPGENE10888		
AIPGENE10889	sp|Q5F336|MBLC2_CHICK	Metallo-beta-lactamase domain-containing protein 2 OS=Gallus gallus GN=MBLAC2 PE=2 SV=1
AIPGENE10890	sp|Q91ZE0|TMLH_MOUSE	Trimethyllysine dioxygenase, mitochondrial OS=Mus musculus GN=Tmlhe PE=1 SV=2
AIPGENE10891	sp|O88447|KLC1_MOUSE	Kinesin light chain 1 OS=Mus musculus GN=Klc1 PE=1 SV=3
AIPGENE10892	tr|R7U711|R7U711_CAPTE	Uncharacterized protein OS=Capitella teleta GN=CAPTEDRAFT_226427 PE=4 SV=1
AIPGENE10893	sp|Q9D2K4|IQCH_MOUSE	IQ domain-containing protein H OS=Mus musculus GN=Iqch PE=2 SV=3
AIPGENE10894	tr|K7JZV4|K7JZV4_NASVI	Uncharacterized protein OS=Nasonia vitripennis PE=4 SV=1
AIPGENE10895	sp|O08700|VPS45_RAT	Vacuolar protein sorting-associated protein 45 OS=Rattus norvegicus GN=Vps45 PE=1 SV=1
AIPGENE10896	sp|Q5XPI4|RN123_HUMAN	E3 ubiquitin-protein ligase RNF123 OS=Homo sapiens GN=RNF123 PE=1 SV=1
AIPGENE10897	sp|P20585|MSH3_HUMAN	DNA mismatch repair protein Msh3 OS=Homo sapiens GN=MSH3 PE=1 SV=4
AIPGENE10898		
AIPGENE10899	sp|P09874|PARP1_HUMAN	Poly [ADP-ribose] polymerase 1 OS=Homo sapiens GN=PARP1 PE=1 SV=4
AIPGENE10900	sp|Q8BTH8|KC1G1_MOUSE	Casein kinase I isoform gamma-1 OS=Mus musculus GN=Csnk1g1 PE=1 SV=2
AIPGENE10901	tr|I1F8A5|I1F8A5_AMPQE	Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1
AIPGENE10902	sp|O81916|YC22_ARATH	Uncharacterized calcium-binding protein At1g02270 OS=Arabidopsis thaliana GN=At1g02270 PE=2 SV=2
AIPGENE10903	tr|F4D1R8|F4D1R8_PSEUX	Phospholipase/Carboxylesterase OS=Pseudonocardia dioxanivorans (strain ATCC 55486 / DSM 44775 / JCM 13855 / CB1190) GN=Psed_5854 PE=4 SV=1
AIPGENE10904	sp|C6FG12|NLRC5_ICTPU	Protein NLRC5 OS=Ictalurus punctatus GN=nlrc5 PE=2 SV=1
AIPGENE10905	sp|O15127|SCAM2_HUMAN	Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2
AIPGENE10906	sp|Q5ZJH6|ULK3_CHICK	Serine/threonine-protein kinase ULK3 OS=Gallus gallus GN=ULK3 PE=2 SV=1
AIPGENE10907	sp|P24045|GBRB4_CHICK	Gamma-aminobutyric acid receptor subunit beta-4 OS=Gallus gallus GN=GABRB4 PE=2 SV=1
AIPGENE10908	sp|Q6V0I7|FAT4_HUMAN	Protocadherin Fat 4 OS=Homo sapiens GN=FAT4 PE=1 SV=2
AIPGENE10909	sp|P20585|MSH3_HUMAN	DNA mismatch repair protein Msh3 OS=Homo sapiens GN=MSH3 PE=1 SV=4
AIPGENE10910	sp|Q91ZE0|TMLH_MOUSE	Trimethyllysine dioxygenase, mitochondrial OS=Mus musculus GN=Tmlhe PE=1 SV=2
AIPGENE10911	sp|Q8CG85|MAMC2_MOUSE	MAM domain-containing protein 2 OS=Mus musculus GN=Mamdc2 PE=1 SV=1
AIPGENE10912	sp|Q5R882|EMC2_PONAB	ER membrane protein complex subunit 2 OS=Pongo abelii GN=EMC2 PE=2 SV=1
AIPGENE10913	sp|Q91ZE0|TMLH_MOUSE	Trimethyllysine dioxygenase, mitochondrial OS=Mus musculus GN=Tmlhe PE=1 SV=2
AIPGENE10914	sp|Q2VLH6|C163A_MOUSE	Scavenger receptor cysteine-rich type 1 protein M130 OS=Mus musculus GN=Cd163 PE=2 SV=2
AIPGENE10915	sp|B2RR83|YTDC2_MOUSE	Probable ATP-dependent RNA helicase YTHDC2 OS=Mus musculus GN=Ythdc2 PE=1 SV=1
AIPGENE10916	sp|Q86UY8|NT5D3_HUMAN	5'-nucleotidase domain-containing protein 3 OS=Homo sapiens GN=NT5DC3 PE=2 SV=1
AIPGENE10917	sp|Q6NRY2|NOL6_XENLA	Nucleolar protein 6 OS=Xenopus laevis GN=nol6 PE=2 SV=2
AIPGENE10918	tr|A7S1V5|A7S1V5_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g242264 PE=4 SV=1
AIPGENE10919	gi|524900200|ref|XP_005106522.1|	PREDICTED: uncharacterized protein LOC101854436 [Aplysia californica]
AIPGENE10920	tr|V3ZWG2|V3ZWG2_LOTGI	Uncharacterized protein (Fragment) OS=Lottia gigantea GN=LOTGIDRAFT_58355 PE=4 SV=1
AIPGENE10921	sp|Q9D0S9|HINT2_MOUSE	Histidine triad nucleotide-binding protein 2, mitochondrial OS=Mus musculus GN=Hint2 PE=1 SV=1
AIPGENE10922	sp|O60140|YNS9_SCHPO	Uncharacterized protein C18H10.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPBC18H10.09 PE=4 SV=2
AIPGENE10923	sp|Q58338|Y928_METJA	Putative protein methyltransferase MJ0928 OS=Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) GN=MJ0928 PE=3 SV=1
AIPGENE10924	gi|156370009|ref|XP_001628265.1|	predicted protein [Nematostella vectensis] >gi|156215237|gb|EDO36202.1| predicted protein [Nematostella vectensis]
AIPGENE10925	sp|Q6JAN0|GPR98_DANRE	G-protein coupled receptor 98 OS=Danio rerio GN=gpr98 PE=2 SV=1
AIPGENE10926	sp|Q6NRY2|NOL6_XENLA	Nucleolar protein 6 OS=Xenopus laevis GN=nol6 PE=2 SV=2
AIPGENE10927	sp|Q64678|CP1B1_RAT	Cytochrome P450 1B1 OS=Rattus norvegicus GN=Cyp1b1 PE=1 SV=1
AIPGENE10928	sp|Q92000|SHH_XENLA	Sonic hedgehog protein OS=Xenopus laevis GN=shh PE=2 SV=1
AIPGENE10929		
AIPGENE10930	tr|A7RW73|A7RW73_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g241119 PE=4 SV=1
AIPGENE10931	sp|Q9JIK1|CDHR5_RAT	Cadherin-related family member 5 OS=Rattus norvegicus GN=Cdhr5 PE=1 SV=1
AIPGENE10932	tr|A7RW73|A7RW73_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g241119 PE=4 SV=1
AIPGENE10933	tr|A7RW73|A7RW73_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g241119 PE=4 SV=1
AIPGENE10934	gi|156365874|ref|XP_001626867.1|	predicted protein [Nematostella vectensis] >gi|156213759|gb|EDO34767.1| predicted protein [Nematostella vectensis]
AIPGENE10935	tr|A7SVX9|A7SVX9_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g247717 PE=4 SV=1
AIPGENE10936	sp|A4IFD0|KAD5_BOVIN	Adenylate kinase isoenzyme 5 OS=Bos taurus GN=Ak5 PE=2 SV=1
AIPGENE10937	sp|Q91ZW2|OFUT1_MOUSE	GDP-fucose protein O-fucosyltransferase 1 OS=Mus musculus GN=Pofut1 PE=1 SV=1
AIPGENE10938	sp|Q9V6X7|OFUT1_DROME	GDP-fucose protein O-fucosyltransferase 1 OS=Drosophila melanogaster GN=O-fut1 PE=1 SV=1
AIPGENE10939	sp|Q95NT6|MTH2_DROYA	G-protein coupled receptor Mth2 OS=Drosophila yakuba GN=mth2 PE=3 SV=1
AIPGENE10940	sp|Q92643|GPI8_HUMAN	GPI-anchor transamidase OS=Homo sapiens GN=PIGK PE=1 SV=2
AIPGENE10941	tr|A7SVX9|A7SVX9_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g247717 PE=4 SV=1
AIPGENE10942	tr|A7SVX9|A7SVX9_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g247717 PE=4 SV=1
AIPGENE10943	sp|B7ZQJ9|GT2D1_XENLA	General transcription factor II-I repeat domain-containing protein 1 OS=Xenopus laevis GN=gtf2ird1 PE=1 SV=1
AIPGENE10944	gi|340382755|ref|XP_003389883.1|	PREDICTED: hypothetical protein LOC100632304 [Amphimedon queenslandica]
AIPGENE10945	sp|Q9FT74|RQL1_ARATH	ATP-dependent DNA helicase Q-like 1 OS=Arabidopsis thaliana GN=RECQL1 PE=2 SV=1
AIPGENE10946	tr|K1QPY5|K1QPY5_CRAGI	Uncharacterized protein OS=Crassostrea gigas GN=CGI_10024316 PE=4 SV=1
AIPGENE10947		
AIPGENE10948	sp|O13262|SCNNC_XENLA	Amiloride-sensitive sodium channel subunit beta-2 OS=Xenopus laevis GN=scnn1b-b PE=2 SV=1
AIPGENE10949	sp|Q9GZZ6|ACH10_HUMAN	Neuronal acetylcholine receptor subunit alpha-10 OS=Homo sapiens GN=CHRNA10 PE=1 SV=1
AIPGENE10950		
AIPGENE10951	sp|Q9GV72|CTX1_CARRA	Toxin CrTX-A OS=Carybdea rastonii PE=1 SV=1
AIPGENE10952	sp|Q9UGM1|ACHA9_HUMAN	Neuronal acetylcholine receptor subunit alpha-9 OS=Homo sapiens GN=CHRNA9 PE=1 SV=2
AIPGENE10953		
AIPGENE10954		
AIPGENE10955	sp|Q7Z2Y8|GVIN1_HUMAN	Interferon-induced very large GTPase 1 OS=Homo sapiens GN=GVINP1 PE=2 SV=2
AIPGENE10956	sp|Q28738|SCNNG_RABIT	Amiloride-sensitive sodium channel subunit gamma OS=Oryctolagus cuniculus GN=SCNN1G PE=2 SV=2
AIPGENE10957	sp|Q7Z2Y8|GVIN1_HUMAN	Interferon-induced very large GTPase 1 OS=Homo sapiens GN=GVINP1 PE=2 SV=2
AIPGENE10958	sp|A0AUP1|CC112_MOUSE	Coiled-coil domain-containing protein 112 OS=Mus musculus GN=Ccdc112 PE=2 SV=2
AIPGENE10959	tr|A7SGB2|A7SGB2_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g245085 PE=4 SV=1
AIPGENE10960	sp|P17124|HRH2_CANFA	Histamine H2 receptor OS=Canis familiaris GN=HRH2 PE=1 SV=1
AIPGENE10961	sp|Q63342|M2GD_RAT	Dimethylglycine dehydrogenase, mitochondrial OS=Rattus norvegicus GN=Dmgdh PE=1 SV=1
AIPGENE10962	sp|Q1LWH4|FAN1_DANRE	Fanconi-associated nuclease 1 OS=Danio rerio GN=fan1 PE=2 SV=2
AIPGENE10963	sp|Q9GZZ6|ACH10_HUMAN	Neuronal acetylcholine receptor subunit alpha-10 OS=Homo sapiens GN=CHRNA10 PE=1 SV=1
AIPGENE10964	tr|H2MXI3|H2MXI3_ORYLA	Uncharacterized protein (Fragment) OS=Oryzias latipes PE=4 SV=1
AIPGENE10965	sp|Q9JLB5|ACH10_RAT	Neuronal acetylcholine receptor subunit alpha-10 OS=Rattus norvegicus GN=Chrna10 PE=1 SV=1
AIPGENE10966	sp|Q3ZBV8|SYTC_BOVIN	Threonine--tRNA ligase, cytoplasmic OS=Bos taurus GN=TARS PE=2 SV=1
AIPGENE10967	sp|Q9FTZ2|EBP_ORYSJ	Probable 3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase OS=Oryza sativa subsp. japonica GN=Os01g0103600 PE=2 SV=1
AIPGENE10968	sp|Q708S3|ASI4B_DANRE	Acid-sensing ion channel 4 OS=Danio rerio GN=asic4 PE=2 SV=1
AIPGENE10969	sp|P85521|C163A_BOVIN	Scavenger receptor cysteine-rich type 1 protein M130 OS=Bos taurus GN=CD163 PE=1 SV=2
AIPGENE10970	sp|Q96RW7|HMCN1_HUMAN	Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2
AIPGENE10971	gi|198426784|ref|XP_002123602.1|	PREDICTED: piggyBac transposable element-derived protein 4-like [Ciona intestinalis]
AIPGENE10972	sp|Q69ZQ1|K1161_MOUSE	Uncharacterized family 31 glucosidase KIAA1161 OS=Mus musculus GN=Kiaa1161 PE=1 SV=2
AIPGENE10973		
AIPGENE10974	sp|Q9I8C7|ACH10_CHICK	Neuronal acetylcholine receptor subunit alpha-10 OS=Gallus gallus GN=CHRNA10 PE=3 SV=1
AIPGENE10975	sp|Q1LWH4|FAN1_DANRE	Fanconi-associated nuclease 1 OS=Danio rerio GN=fan1 PE=2 SV=2
AIPGENE10976		
AIPGENE10977	sp|Q5XGM3|BHMT1_XENLA	Betaine--homocysteine S-methyltransferase 1 OS=Xenopus laevis GN=bhmt PE=2 SV=1
AIPGENE10978	sp|Q96FT7|ASIC4_HUMAN	Acid-sensing ion channel 4 OS=Homo sapiens GN=ASIC4 PE=1 SV=2
AIPGENE10979		
AIPGENE10980	sp|Q9TU19|NPHP1_CANFA	Nephrocystin-1 (Fragment) OS=Canis familiaris GN=NPHP1 PE=2 SV=1
AIPGENE10981	sp|Q7TPV2|DZIP3_MOUSE	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=2 SV=2
AIPGENE10982	sp|Q86Y13|DZIP3_HUMAN	E3 ubiquitin-protein ligase DZIP3 OS=Homo sapiens GN=DZIP3 PE=1 SV=2
AIPGENE10983	sp|Q7TPV2|DZIP3_MOUSE	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=2 SV=2
AIPGENE10984	sp|Q7TPV2|DZIP3_MOUSE	E3 ubiquitin-protein ligase DZIP3 OS=Mus musculus GN=Dzip3 PE=2 SV=2
AIPGENE10985	sp|O54991|CNTP1_MOUSE	Contactin-associated protein 1 OS=Mus musculus GN=Cntnap1 PE=2 SV=2
AIPGENE10986	sp|Q9UI17|M2GD_HUMAN	Dimethylglycine dehydrogenase, mitochondrial OS=Homo sapiens GN=DMGDH PE=1 SV=2
AIPGENE10987	sp|Q9TU19|NPHP1_CANFA	Nephrocystin-1 (Fragment) OS=Canis familiaris GN=NPHP1 PE=2 SV=1
AIPGENE10988	sp|O76095|JTB_HUMAN	Protein JTB OS=Homo sapiens GN=JTB PE=1 SV=1
AIPGENE10989	tr|A7SGB2|A7SGB2_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g245085 PE=4 SV=1
AIPGENE10990		
AIPGENE10991	sp|Q9R1P4|PSA1_MOUSE	Proteasome subunit alpha type-1 OS=Mus musculus GN=Psma1 PE=1 SV=1
AIPGENE10992	tr|A7SGB2|A7SGB2_NEMVE	Predicted protein OS=Nematostella vectensis GN=v1g245085 PE=4 SV=1
AIPGENE10993	sp|Q7Z2Y8|GVIN1_HUMAN	Interferon-induced very large GTPase 1 OS=Homo sapiens GN=GVINP1 PE=2 SV=2
AIPGENE10994	sp|Q6DBR9|KXDL1_DANRE	KxDL motif-containing protein 1 OS=Danio rerio GN=kxd1 PE=2 SV=1
AIPGENE10995	sp|Q6DBR9|KXDL1_DANRE	KxDL motif-containing protein 1 OS=Danio rerio GN=kxd1 PE=2 SV=1
AIPGENE10996	gi|530740801|gb|EQC39043.1|	hypothetical protein SDRG_03995 [Saprolegnia diclina VS20]
AIPGENE10997	gi|156381277|ref|XP_001632192.1|	predicted protein [Nematostella vectensis] >gi|156219244|gb|EDO40129.1| predicted protein [Nematostella vectensis]
AIPGENE10998	sp|Q61180|SCNNA_MOUSE	Amiloride-sensitive sodium channel subunit alpha OS=Mus musculus GN=Scnn1a PE=1 SV=2
AIPGENE10999	sp|Q1ZXC5|PSIC_DICDI	Protein psiC OS=Dictyostelium discoideum GN=psiC PE=3 SV=1
AIPGENE11000		
AIPGENE11001	tr|K1P0H4|K1P0H4_CRAGI	Uncharacterized protein OS=Crassostrea gigas GN=CGI_10001744 PE=4 SV=1
AIPGENE11002	gi|156375114|ref|XP_001629927.1|	predicted protein [Nematostella vectensis] >gi|156216938|gb|EDO37864.1| predicted protein [Nematostella vectensis]
